embasamento              5        4302.77E+00   6.86E-01   1.21E+06   5.09E+00   
embasamento              5        4312.83E+00   6.33E-01   1.38E+06   4.95E+00   
embasamento              5        4322.79E+00   7.03E-01   1.18E+06   5.12E+00   
embasamento              5        4332.82E+00   6.89E-01   1.36E+06   5.26E+00   
embasamento              5        4342.85E+00   7.08E-01   1.31E+06   5.06E+00   
embasamento              5        4352.83E+00   7.20E-01   1.25E+06   4.65E+00   
embasamento              5        4362.77E+00   6.87E-01   1.33E+06   5.03E+00   
embasamento              5        4372.82E+00   7.05E-01   1.21E+06   5.21E+00   
embasamento              5        4382.81E+00   7.47E-01   1.32E+06   4.96E+00   
embasamento              5        4392.79E+00   7.27E-01   1.15E+06   5.01E+00   
embasamento              5        4402.80E+00   7.23E-01   1.30E+06   5.61E+00   
embasamento              5        4412.89E+00   7.21E-01   1.41E+06   4.58E+00   
embasamento              5        4422.77E+00   6.91E-01   1.39E+06   4.86E+00   
embasamento              5        4432.79E+00   6.70E-01   1.17E+06   4.98E+00   
embasamento              5        4442.74E+00   7.44E-01   1.20E+06   5.31E+00   
embasamento              5        4452.80E+00   6.90E-01   1.23E+06   4.49E+00   
embasamento              5        4462.80E+00   7.52E-01   1.28E+06   4.93E+00   
embasamento              5        4472.78E+00   6.92E-01   1.26E+06   5.27E+00   
embasamento              5        4482.76E+00   7.45E-01   1.30E+06   4.26E+00   
embasamento              5        4492.79E+00   7.14E-01   1.34E+06   4.66E+00   
embasamento              5        4502.80E+00   6.82E-01   1.21E+06   5.33E+00   
embasamento              5        4512.80E+00   7.02E-01   1.28E+06   4.89E+00   
embasamento              5        4522.79E+00   6.85E-01   1.27E+06   4.96E+00   
embasamento              5        4532.80E+00   7.12E-01   1.33E+06   4.71E+00   
embasamento              5        4542.81E+00   6.48E-01   1.28E+06   4.92E+00   
embasamento              5        4552.79E+00   7.65E-01   1.37E+06   5.28E+00   
embasamento              5        4562.87E+00   6.96E-01   1.30E+06   4.97E+00   
embasamento              5        4572.85E+00   7.25E-01   1.52E+06   4.42E+00   
embasamento              5        4582.79E+00   7.42E-01   1.31E+06   4.90E+00   
embasamento              5        4592.80E+00   7.38E-01   1.36E+06   4.39E+00   
embasamento              5        4602.77E+00   6.87E-01   1.34E+06   5.34E+00   
embasamento              5        4612.80E+00   7.38E-01   1.41E+06   4.60E+00   
embasamento              5        4622.75E+00   7.08E-01   1.27E+06   4.63E+00   
embasamento              5        4632.79E+00   6.57E-01   1.30E+06   4.25E+00   
embasamento              5        4642.77E+00   6.35E-01   1.26E+06   4.71E+00   
embasamento              5        4652.83E+00   7.03E-01   1.39E+06   5.60E+00   
embasamento              5        4662.80E+00   6.68E-01   1.33E+06   4.48E+00   
embasamento              5        4672.83E+00   6.27E-01   1.39E+06   4.95E+00   
embasamento              5        4682.79E+00   6.48E-01   1.36E+06   4.70E+00   
embasamento              5        4692.75E+00   7.14E-01   1.25E+06   5.08E+00   
embasamento              5        4702.83E+00   7.24E-01   1.26E+06   4.87E+00   
embasamento              5        4712.78E+00   7.01E-01   1.32E+06   5.04E+00   
embasamento              5        4722.85E+00   6.89E-01   1.17E+06   4.70E+00   
embasamento              5        4732.83E+00   6.73E-01   1.25E+06   5.26E+00   
embasamento              5        4742.83E+00   6.63E-01   1.31E+06   4.94E+00   
embasamento              5        4752.74E+00   6.98E-01   1.41E+06   5.47E+00   
embasamento              5        4762.83E+00   7.17E-01   1.50E+06   4.85E+00   
embasamento              5        4772.82E+00   6.77E-01   1.14E+06   5.02E+00   
embasamento              5        4782.77E+00   7.34E-01   1.35E+06   4.63E+00   
embasamento              5        4792.83E+00   6.35E-01   1.20E+06   4.90E+00   
embasamento              5        4802.86E+00   6.90E-01   1.32E+06   5.17E+00   
embasamento              5        4812.72E+00   7.52E-01   1.25E+06   4.73E+00   
embasamento              5        4822.80E+00   6.82E-01   1.31E+06   5.33E+00   
embasamento              5        4832.75E+00   6.93E-01   1.33E+06   4.68E+00   
