                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
conglomerado             4        2402.31E+00   9.19E+01   5.95E+03   1.87E+00   
conglomerado             4        2412.28E+00   9.82E+01   5.64E+03   2.05E+00   
conglomerado             4        2422.30E+00   1.07E+02   6.65E+03   2.06E+00   
conglomerado             4        2432.29E+00   1.06E+02   5.63E+03   1.86E+00   
conglomerado             4        2442.29E+00   9.70E+01   5.86E+03   2.22E+00   
conglomerado             4        2452.35E+00   1.08E+02   5.91E+03   2.21E+00   
conglomerado             4        2462.33E+00   1.02E+02   6.03E+03   1.97E+00   
conglomerado             4        2472.33E+00   9.27E+01   6.49E+03   1.97E+00   
conglomerado             4        2482.31E+00   1.10E+02   5.97E+03   1.90E+00   
conglomerado             4        2492.30E+00   1.02E+02   6.10E+03   1.99E+00   
conglomerado             4        2502.30E+00   9.75E+01   5.46E+03   1.87E+00   
conglomerado             4        2512.32E+00   9.28E+01   6.31E+03   2.08E+00   
conglomerado             4        2522.33E+00   1.05E+02   6.06E+03   2.11E+00   
conglomerado             4        2532.33E+00   8.89E+01   5.92E+03   2.03E+00   
conglomerado             4        2542.33E+00   1.03E+02   6.41E+03   2.03E+00   
conglomerado             4        2552.28E+00   1.05E+02   5.65E+03   2.08E+00   
conglomerado             4        2562.32E+00   1.04E+02   5.91E+03   1.91E+00   
conglomerado             4        2572.29E+00   9.89E+01   5.69E+03   2.00E+00   
conglomerado             4        2582.27E+00   1.04E+02   6.20E+03   1.88E+00   
conglomerado             4        2592.27E+00   1.03E+02   5.94E+03   1.97E+00   
conglomerado             4        2602.30E+00   1.04E+02   6.19E+03   1.95E+00   
conglomerado             4        2612.25E+00   1.05E+02   5.28E+03   2.19E+00   
conglomerado             4        2622.31E+00   1.12E+02   6.07E+03   1.88E+00   
conglomerado             4        2632.31E+00   1.00E+02   6.00E+03   2.14E+00   
conglomerado             4        2642.27E+00   1.01E+02   6.68E+03   1.98E+00   
conglomerado             4        2652.29E+00   9.85E+01   6.13E+03   2.05E+00   
conglomerado             4        2662.30E+00   9.39E+01   6.40E+03   2.12E+00   
conglomerado             4        2672.26E+00   1.03E+02   5.76E+03   1.92E+00   
conglomerado             4        2682.29E+00   1.00E+02   5.57E+03   2.06E+00   
conglomerado             4        2692.30E+00   9.91E+01   6.10E+03   1.94E+00   
conglomerado             4        2702.30E+00   9.36E+01   5.59E+03   1.93E+00   
conglomerado             4        2712.27E+00   9.52E+01   5.94E+03   1.95E+00   
conglomerado             4        2722.29E+00   1.06E+02   5.74E+03   1.99E+00   
conglomerado             4        2732.25E+00   9.87E+01   5.91E+03   2.18E+00   
conglomerado             4        2742.30E+00   1.05E+02   5.80E+03   2.11E+00   
conglomerado             4        2752.32E+00   9.64E+01   5.86E+03   2.16E+00   
conglomerado             4        2762.32E+00   9.39E+01   5.93E+03   2.12E+00   
conglomerado             4        2772.32E+00   1.02E+02   6.18E+03   2.02E+00   
conglomerado             4        2782.36E+00   9.93E+01   6.59E+03   1.96E+00   
conglomerado             4        2792.28E+00   9.94E+01   5.73E+03   2.04E+00   
conglomerado             4        2802.30E+00   1.05E+02   6.53E+03   2.22E+00   
conglomerado             4        2812.31E+00   1.06E+02   6.30E+03   2.00E+00   
conglomerado             4        2822.32E+00   9.96E+01   6.00E+03   1.94E+00   
conglomerado             4        2832.31E+00   1.02E+02   6.02E+03   2.04E+00   
conglomerado             4        2842.33E+00   8.96E+01   6.03E+03   2.13E+00   
conglomerado             4        2852.31E+00   1.09E+02   6.72E+03   1.92E+00   
conglomerado             4        2862.31E+00   9.62E+01   6.74E+03   2.05E+00   
conglomerado             4        2872.30E+00   9.19E+01   5.84E+03   2.05E+00   
conglomerado             4        2882.31E+00   1.01E+02   5.85E+03   1.98E+00   
conglomerado             4        2892.29E+00   9.45E+01   6.37E+03   1.81E+00   
conglomerado             4        2902.36E+00   9.79E+01   5.74E+03   1.96E+00   
conglomerado             4        2912.31E+00   1.12E+02   6.56E+03   2.02E+00   
conglomerado             4        2922.25E+00   1.06E+02   6.10E+03   1.86E+00   
conglomerado             4        2932.29E+00   9.92E+01   6.63E+03   1.95E+00   
conglomerado             4        2942.29E+00   9.76E+01   6.48E+03   2.15E+00   
conglomerado             4        2952.33E+00   1.05E+02   5.95E+03   2.08E+00   
conglomerado             4        2962.32E+00   9.88E+01   6.15E+03   1.98E+00   
conglomerado             4        2972.29E+00   9.41E+01   5.60E+03   1.97E+00   
conglomerado             4        2982.28E+00   9.95E+01   6.22E+03   1.99E+00   
conglomerado             4        2992.32E+00   9.25E+01   6.02E+03   2.12E+00   
conglomerado             4        3002.27E+00   9.23E+01   6.23E+03   2.05E+00   
conglomerado             4        3012.32E+00   9.72E+01   6.70E+03   1.98E+00   
conglomerado             4        3022.29E+00   1.05E+02   6.34E+03   1.94E+00   
conglomerado             4        3032.34E+00   9.62E+01   5.81E+03   2.02E+00   
conglomerado             4        3042.28E+00   9.65E+01   6.56E+03   1.98E+00   
conglomerado             4        3052.30E+00   1.06E+02   5.79E+03   2.04E+00   
conglomerado             4        3062.29E+00   1.06E+02   6.39E+03   2.06E+00   
conglomerado             4        3072.27E+00   9.62E+01   6.09E+03   2.18E+00   
conglomerado             4        3082.31E+00   9.43E+01   6.36E+03   1.87E+00   
conglomerado             4        3092.27E+00   8.92E+01   5.62E+03   2.19E+00   
conglomerado             4        3102.33E+00   9.94E+01   6.69E+03   1.76E+00   
conglomerado             4        3112.28E+00   1.05E+02   5.92E+03   2.06E+00   
conglomerado             4        3122.28E+00   9.73E+01   5.32E+03   2.02E+00   
conglomerado             4        3132.31E+00   1.05E+02   5.43E+03   2.17E+00   
conglomerado             4        3142.32E+00   9.86E+01   5.48E+03   1.80E+00   
conglomerado             4        3152.29E+00   9.46E+01   5.40E+03   1.85E+00   
conglomerado             4        3162.33E+00   9.27E+01   5.67E+03   1.94E+00   
conglomerado             4        3172.33E+00   9.67E+01   5.91E+03   1.94E+00   
conglomerado             4        3182.28E+00   1.07E+02   5.65E+03   1.99E+00   
conglomerado             4        3192.30E+00   1.06E+02   6.41E+03   2.08E+00   
conglomerado             4        3202.34E+00   9.37E+01   5.92E+03   2.23E+00   
conglomerado             4        3212.31E+00   1.02E+02   6.12E+03   2.04E+00   
conglomerado             4        3222.23E+00   8.79E+01   5.92E+03   1.97E+00   
conglomerado             4        3232.32E+00   9.91E+01   6.29E+03   2.22E+00   
conglomerado             4        3242.34E+00   1.06E+02   6.05E+03   1.98E+00   
conglomerado             4        3252.29E+00   9.82E+01   5.95E+03   2.23E+00   
conglomerado             4        3262.30E+00   1.05E+02   6.68E+03   2.02E+00   
conglomerado             4        3272.31E+00   9.41E+01   6.21E+03   1.95E+00   
conglomerado             4        3282.28E+00   1.07E+02   5.93E+03   2.19E+00   
conglomerado             4        3292.29E+00   1.04E+02   6.21E+03   2.04E+00   
conglomerado             4        3302.29E+00   9.56E+01   4.96E+03   1.85E+00   
conglomerado             4        3312.32E+00   9.95E+01   6.16E+03   1.91E+00   
conglomerado             4        3322.31E+00   1.01E+02   5.72E+03   1.94E+00   
conglomerado             4        3332.25E+00   1.04E+02   6.01E+03   2.02E+00   
conglomerado             4        3342.32E+00   1.03E+02   6.10E+03   1.90E+00   
conglomerado             4        3352.27E+00   9.68E+01   5.89E+03   2.32E+00   
conglomerado             4        3362.25E+00   8.91E+01   5.58E+03   2.07E+00   
conglomerado             4        3372.32E+00   9.85E+01   5.73E+03   1.96E+00   
conglomerado             4        3382.30E+00   9.44E+01   5.75E+03   1.89E+00   
conglomerado             4        3392.23E+00   1.07E+02   6.85E+03   2.10E+00   
conglomerado             4        3402.30E+00   9.57E+01   6.33E+03   2.06E+00   
conglomerado             4        3412.27E+00   9.81E+01   6.19E+03   1.96E+00   
conglomerado             4        3422.32E+00   1.07E+02   6.41E+03   1.95E+00   
conglomerado             4        3432.35E+00   9.76E+01   5.79E+03   2.04E+00   
conglomerado             4        3442.30E+00   1.02E+02   6.25E+03   1.98E+00   
conglomerado             4        3452.32E+00   1.01E+02   5.88E+03   2.14E+00   
conglomerado             4        3462.33E+00   1.01E+02   5.61E+03   1.85E+00   
conglomerado             4        3472.25E+00   9.91E+01   5.47E+03   1.87E+00   
conglomerado             4        3482.28E+00   9.29E+01   6.19E+03   2.00E+00   
conglomerado             4        3492.28E+00   9.66E+01   5.98E+03   1.88E+00   
conglomerado             4        3502.27E+00   1.05E+02   5.37E+03   1.89E+00   
conglomerado             4        3512.30E+00   9.39E+01   6.28E+03   1.96E+00   
conglomerado             4        3522.33E+00   9.96E+01   5.91E+03   2.07E+00   
conglomerado             4        3532.36E+00   9.78E+01   6.28E+03   1.78E+00   
conglomerado             4        3542.31E+00   9.63E+01   6.02E+03   2.04E+00   
conglomerado             4        3552.33E+00   1.02E+02   6.15E+03   1.99E+00   
conglomerado             4        3562.35E+00   9.34E+01   5.85E+03   2.16E+00   
conglomerado             4        3572.33E+00   9.31E+01   5.95E+03   2.16E+00   
conglomerado             4        3582.32E+00   9.81E+01   5.72E+03   1.94E+00   
conglomerado             4        3592.27E+00   1.05E+02   6.12E+03   1.97E+00   
conglomerado             4        3602.33E+00   1.03E+02   5.67E+03   2.14E+00   
conglomerado             4        3612.29E+00   9.98E+01   6.01E+03   1.92E+00   
conglomerado             4        3622.38E+00   1.06E+02   6.01E+03   1.98E+00   
conglomerado             4        3632.28E+00   1.02E+02   6.29E+03   1.96E+00   
conglomerado             4        3642.30E+00   8.94E+01   6.53E+03   1.97E+00   
conglomerado             4        3652.32E+00   1.02E+02   6.15E+03   2.05E+00   
conglomerado             4        3662.28E+00   1.05E+02   6.42E+03   1.76E+00   
conglomerado             4        3672.30E+00   1.07E+02   6.09E+03   2.07E+00   
conglomerado             4        3682.32E+00   9.69E+01   5.55E+03   1.90E+00   
