folhelho             1          12.57E+00   9.69E+01   9.29E+03   2.78E+00   
folhelho             1          22.52E+00   1.05E+02   1.02E+04   2.84E+00   
folhelho             1          32.55E+00   9.51E+01   9.93E+03   2.96E+00   
folhelho             1          42.53E+00   9.71E+01   9.93E+03   3.15E+00   
folhelho             1          52.58E+00   9.49E+01   1.03E+04   2.96E+00   
folhelho             1          62.51E+00   9.94E+01   9.94E+03   2.83E+00   
folhelho             1          72.51E+00   1.06E+02   1.04E+04   3.01E+00   
folhelho             1          82.58E+00   1.07E+02   1.01E+04   3.14E+00   
folhelho             1          92.57E+00   9.55E+01   1.04E+04   2.59E+00   
folhelho             1         102.52E+00   9.83E+01   1.07E+04   3.06E+00   
folhelho             1         112.63E+00   9.85E+01   1.07E+04   3.39E+00   
folhelho             1         122.57E+00   9.28E+01   9.62E+03   2.91E+00   
folhelho             1         132.56E+00   9.63E+01   9.64E+03   2.78E+00   
folhelho             1         142.52E+00   9.72E+01   1.06E+04   3.27E+00   
folhelho             1         152.58E+00   9.75E+01   1.07E+04   3.22E+00   
folhelho             1         162.54E+00   9.92E+01   1.00E+04   3.09E+00   
folhelho             1         172.49E+00   1.01E+02   1.01E+04   2.65E+00   
folhelho             1         182.55E+00   9.85E+01   9.30E+03   2.85E+00   
folhelho             1         192.49E+00   1.01E+02   9.90E+03   3.30E+00   
folhelho             1         202.55E+00   9.74E+01   9.95E+03   2.95E+00   
folhelho             1         212.59E+00   9.33E+01   9.92E+03   2.79E+00   
folhelho             1         222.54E+00   9.58E+01   9.65E+03   2.78E+00   
folhelho             1         232.54E+00   1.05E+02   8.94E+03   2.90E+00   
folhelho             1         242.55E+00   1.00E+02   9.80E+03   3.03E+00   
folhelho             1         252.56E+00   1.04E+02   9.75E+03   3.34E+00   
folhelho             1         262.55E+00   9.65E+01   1.01E+04   2.96E+00   
folhelho             1         272.54E+00   1.02E+02   9.93E+03   2.95E+00   
folhelho             1         282.51E+00   9.80E+01   1.08E+04   3.07E+00   
folhelho             1         292.57E+00   9.91E+01   9.21E+03   2.82E+00   
folhelho             1         302.55E+00   1.06E+02   1.07E+04   3.17E+00   
folhelho             1         312.51E+00   9.93E+01   1.06E+04   3.22E+00   
folhelho             1         322.52E+00   1.05E+02   1.07E+04   2.63E+00   
folhelho             1         332.47E+00   9.39E+01   9.92E+03   3.27E+00   
folhelho             1         342.49E+00   1.04E+02   9.36E+03   3.01E+00   
folhelho             1         352.58E+00   1.14E+02   9.28E+03   3.35E+00   
folhelho             1         362.58E+00   9.86E+01   9.21E+03   3.02E+00   
folhelho             1         372.56E+00   1.12E+02   1.01E+04   3.09E+00   
folhelho             1         382.54E+00   9.52E+01   9.67E+03   2.86E+00   
folhelho             1         392.54E+00   1.01E+02   1.03E+04   3.07E+00   
folhelho             1         402.56E+00   9.09E+01   1.03E+04   3.16E+00   
folhelho             1         412.55E+00   9.72E+01   8.36E+03   2.96E+00   
folhelho             1         422.55E+00   9.92E+01   1.11E+04   2.80E+00   
folhelho             1         432.56E+00   1.03E+02   1.07E+04   3.34E+00   
folhelho             1         442.55E+00   9.62E+01   9.96E+03   2.85E+00   
folhelho             1         452.47E+00   1.02E+02   9.93E+03   3.19E+00   
folhelho             1         462.53E+00   9.35E+01   9.84E+03   2.87E+00   
folhelho             1         472.56E+00   1.09E+02   9.28E+03   3.21E+00   
folhelho             1         482.53E+00   9.12E+01   1.01E+04   2.83E+00   
folhelho             1         492.56E+00   9.96E+01   1.07E+04   3.31E+00   
folhelho             1         502.58E+00   9.62E+01   1.02E+04   2.89E+00   
folhelho             1         512.53E+00   9.83E+01   1.01E+04   3.20E+00   
folhelho             1         522.55E+00   9.43E+01   9.92E+03   2.79E+00   
folhelho             1         532.54E+00   9.79E+01   9.28E+03   3.14E+00   
folhelho             1         542.56E+00   9.60E+01   9.72E+03   3.11E+00   
folhelho             1         552.54E+00   1.05E+02   1.02E+04   3.11E+00   
folhelho             1         562.56E+00   9.52E+01   9.80E+03   3.16E+00   
folhelho             1         572.57E+00   1.01E+02   1.00E+04   2.95E+00   
folhelho             1         582.55E+00   9.92E+01   1.01E+04   3.14E+00   
folhelho             1         592.53E+00   1.09E+02   9.84E+03   3.08E+00   
folhelho             1         602.55E+00   1.01E+02   1.01E+04   3.07E+00   
