diabasio             3        1212.92E+00   3.13E+01   1.43E+08   5.79E+00   
diabasio             3        1222.86E+00   2.92E+01   1.57E+08   5.75E+00   
diabasio             3        1232.85E+00   2.91E+01   1.40E+08   6.14E+00   
diabasio             3        1242.87E+00   3.13E+01   1.46E+08   5.79E+00   
diabasio             3        1252.93E+00   3.37E+01   1.51E+08   5.50E+00   
diabasio             3        1262.91E+00   3.10E+01   1.64E+08   5.13E+00   
diabasio             3        1272.87E+00   3.08E+01   1.61E+08   5.87E+00   
diabasio             3        1282.85E+00   3.06E+01   1.60E+08   5.73E+00   
diabasio             3        1292.87E+00   3.00E+01   1.53E+08   5.40E+00   
diabasio             3        1302.92E+00   2.93E+01   1.55E+08   5.61E+00   
diabasio             3        1312.90E+00   2.66E+01   1.46E+08   5.32E+00   
diabasio             3        1322.90E+00   2.82E+01   1.47E+08   5.29E+00   
diabasio             3        1332.87E+00   2.92E+01   1.49E+08   5.46E+00   
diabasio             3        1342.92E+00   2.87E+01   1.52E+08   6.12E+00   
diabasio             3        1352.92E+00   3.19E+01   1.54E+08   5.11E+00   
diabasio             3        1362.92E+00   2.94E+01   1.60E+08   5.76E+00   
diabasio             3        1372.91E+00   3.00E+01   1.51E+08   5.80E+00   
diabasio             3        1382.91E+00   3.05E+01   1.51E+08   5.16E+00   
diabasio             3        1392.85E+00   3.06E+01   1.53E+08   6.06E+00   
diabasio             3        1402.84E+00   3.23E+01   1.59E+08   5.66E+00   
diabasio             3        1412.87E+00   3.21E+01   1.53E+08   5.44E+00   
diabasio             3        1422.90E+00   2.95E+01   1.43E+08   5.12E+00   
diabasio             3        1432.92E+00   3.18E+01   1.51E+08   6.10E+00   
diabasio             3        1442.90E+00   3.22E+01   1.58E+08   5.50E+00   
diabasio             3        1452.92E+00   3.28E+01   1.25E+08   5.60E+00   
diabasio             3        1462.87E+00   3.21E+01   1.33E+08   5.78E+00   
diabasio             3        1472.92E+00   3.05E+01   1.47E+08   5.36E+00   
diabasio             3        1482.89E+00   2.94E+01   1.55E+08   5.72E+00   
diabasio             3        1492.95E+00   2.96E+01   1.69E+08   5.38E+00   
diabasio             3        1502.92E+00   2.85E+01   1.52E+08   5.98E+00   
